external_id,eng_name,full_name,context,short_context,name_ko,short_name_ko
39058,F. Bjørkan,Fredrik André Bjørkan,Norway,Bodo/Glimt,,
25196,F. Buntić,Fabijan Buntić,Croatia,Qarabag,,
443501,F. Cassa,Federico Cassa,Italy,Atalanta,,
276670,F. Chaïbi,Farès Chaïbi,Algeria,Eintracht Frankfurt,,
414474,F. Chávez,Felipe Marlon Chávez,Peru,Bayern München,,
538,F. de Jong,Frenkie de Jong,Netherlands,Barcelona,,
30536,F. Đuričić,Filip Đuričić,Serbia,Panathinaikos,,
394174,F. Gigov,Filip Lyubenov Gigov,Bulgaria,Ludogorets,,
26965,F. Ioannidis,Fotis Ioannidis,Greece,Panathinaikos; Sporting CP,,
66531,F. Kaloč,Filip Kaloč,Czechia,Ludogorets,,
39232,F. Knudsen,Fredrik Pallesen Knudsen,Norway,Brann,,
498673,F. Koçak,Furkan Koçak,Türkiye,Galatasaray,,
280335,F. Krätzig,Frans Krätzig,Germany,Red Bull Salzburg,,
325594,F. Lemaréchal,Félix Lemaréchal,France,Club Brugge KV,,
290546,F. Leysen,Fedde Leysen,Belgium,Union St. Gilloise,,
162281,F. Lichý,Filip Lichý,Slovakia,Slovan Bratislava,,
3487,F. Maloku,Faton Maloku,Kosovo,Drita,,
341839,F. Mané,Filippo Calixte Mané,Italy,Borussia Dortmund,,
181808,F. Miretti,Fabio Miretti,Italy,Juventus,,
2820,F. Mladenović,Filip Mladenović,Serbia,Panathinaikos,,
39066,F. Myhre,Felix Horn Myhre,Norway,Brann,,
6064,F. Ortega,Francisco Gabriel Ortega,Argentina,Olympiakos Piraeus,,
628356,F. Pavic,F. Pavic,,Bayern München,,
70078,F. Pellistri,Facundo Pellistri Rebollo,Uruguay,Panathinaikos,,
568380,F. Pohl,F. Pohl,,Bayer Leverkusen,,
30419,F. Rossi,Francesco Rossi,Italy,Atalanta,,
2806,F. Schär,Fabian Lukas Schär,Switzerland,Newcastle,,
351483,F. Sjøvold,Fredrik Sjøvold,Norway,Bodo/Glimt,,
319388,F. Tebo Uchenna,Franklin Degaulle Tebo Uchenna,Nigeria,FK Crvena Zvezda,,
221605,F. Wiegele,Florian Wiegele,Austria,Plzen,,
129791,Fábio Silva,Fábio Daniel Soares Silva,Portugal,Borussia Dortmund,,
420685,Filip Rozga,Filip Rozga,,Sturm Graz,,
433272,Findlay Curtis,Findlay Curtis,Scotland,Rangers,,
490759,Flávio Gonçalves,Flávio Ferreira Gonçalves,Portugal,Sporting CP,,
382491,Fousseny Doumbia,Fousseny Doumbia,Germany,Eintracht Frankfurt,,
396475,Fran González,Francisco Javier González Pérez,Spain,Real Madrid,,
361417,Francisco Silva,Francisco Diogo Pereira Silva,Portugal,Sporting CP,,
905,Fred,Frederico Rodrigues de Paula Santos,Brazil,Fenerbahçe,,
341912,G. Ambrosino,Giuseppe Ambrosino Di Bruttopilo,Italy,Napoli,,
568099,G. Ankamafio,G. Ankamafio,,FC Copenhagen,,
483118,G. Bernardeau,Gabin Bernardeau,France,Nice,,
84081,G. Biancone,Giulian Biancone,France,Olympiakos Piraeus,,
31042,G. Di Lorenzo,Giovanni Di Lorenzo,Italy,Napoli,,
61950,G. Güvenç,Günay Güvenç,Türkiye,Galatasaray,,
169525,G. Haider,Gabriel Haider,Austria,Sturm Graz,,
395040,G. Ilenikhena,George Ilenikhena,France,Monaco,,
111148,G. Kanichowsky,Gavriel Gilad Kanichowsky,Israel,Ferencvarosi TC,,
62138,G. Karačić,Goran Karačić,Bosnia and Herzegovina,Zrinjski,,
51171,G. Kashia,Guram Kashia,Georgia,Slovan Bratislava,,
26828,G. Kiriakopoulos,Giorgos Kiriakopoulos,Greece,Panathinaikos,,
119795,G. Kochorashvili,Giorgi Kochorashvili,Georgia,Sporting CP,,
26848,G. Kotsiras,Giannis Kotsiras,Greece,Panathinaikos,,
451997,G. Kouraklis,Georgios Kouraklis,Greece,Olympiakos Piraeus,,
272457,G. Manvelyan,Gor Manvelyan,France,FC Noah,,
180496,G. Mikautadze,Georges Mikautadze,Georgia,Villarreal,,
48828,G. Morandi,Giotto Giuseppe Morandi,Switzerland,Servette FC,,
53740,G. Ondoua,Gaël Bella Ondoua,Cameroon,Servette FC,,
359390,G. Read,Givairo Read,Netherlands,Feyenoord,,
24121,G. Sangaré,Gustavo Fabrice Sangaré,Burkina Faso,FC Noah,,
